alaika,pala,asmenot,asmela,elkot,kumu,supu,rkyks,rkkot,raja,ahtas,filter_$
8,98,5160,29160,1,1,1,2.69999980929995,107500,0,2,1
3,101,5460,25860,2,0,2,3.19999980929995,159000,0,2,1
30,79,7500,13980,1,0,1,1.69999980929995,93000,0,3,1
40,75,2160,2160,1,0,2,1.69999980929995,40000,0,3,1
3,100,5400,19400,2,1,2,2.69999980929995,56500,1,2,1
4,119,6000,27000,1,1,2,3.19999980929995,142500,0,2,1
55,65,696,696,1,0,1,1,41500,0,3,1
4,68,11136,11136,1,0,1,2.69999980929995,79000,0,2,1
9,75,5172,5172,2,0,1,1,50000,0,2,1
6,170,10560,55560,2,0,1,2.69999980929995,173500,0,3,1
0,110,9600,25600,1,0,1,2.19999980929995,140500,0,3,1
18,57,9096,9096,2,0,2,1,34500,0,2,1
0,14,4980,4980,-9999,0,2,1,37000,0,1,1
7,89,10008,19208,1,0,2,2.69999980929995,179000,0,2,1
11,122,11700,36200,1,0,1,2.69999980929995,196500,0,2,1
29,80,3600,3600,2,0,2,1,53500,0,3,1
17,79,14268,14268,1,0,1,1.69999980929995,82500,0,2,1
5,91,6720,21520,1,0,1,2.69999980929995,120000,0,2,1
2,54,9660,9660,1,0,1,1,53000,0,2,1
12,75,6600,23100,2,0,2,1.69999980929995,139000,0,2,1
5,110,7992,27992,2,0,1,2.69999980929995,135000,0,2,1
9,120,5520,17070,2,0,2,2.69999980929995,124000,0,2,1
1,100,6252,38652,2,0,2,2.69999980929995,155500,0,2,1
23,96,5880,41880,3,0,2,2,74500,0,2,1
16,106,7812,19812,1,0,2,2.19999980929995,74000,0,2,1
54,80,4920,4920,1,1,2,1.69999980929995,62000,0,2,1
29,70,3960,9960,2,1,2,2.69999980929995,78500,0,1,1
1,48,3840,3840,2,0,1,1,17000,1,2,1
12,105,9144,14844,2,0,2,1.69999980929995,119500,0,3,1
80,60,3408,3408,1,1,2,1.69999980929995,71000,0,2,1
46,35,3600,3600,1,0,2,1,30000,0,2,1
8,112,5760,25760,2,0,1,2.19999980929995,113000,0,3,1
20,100,7392,7392,2,1,1,2.39999961849997,119000,0,3,1
23,100,5040,5040,2,1,2,2.39999961849997,66500,0,2,1
0,75,7236,9836,1,1,2,2.19999980929995,76000,0,2,1
24,60,780,780,1,1,2,1.69999980929995,47000,0,2,1
1,52,13200,13200,2,0,2,1.69999980929995,27500,1,2,1
34,60,3600,3600,2,1,2,3.09999942779998,102500,0,1,1
61,68,3972,3972,2,1,1,1.69999980929995,54500,0,3,1
2,105,5580,43080,2,1,2,2.69999980929995,118000,0,2,1
8,128,3420,3420,2,1,1,1,67000,0,3,1
15,100,7200,7200,1,1,1,2.89999961849997,170500,0,2,1
3,130,3060,23060,2,1,2,1.69999980929995,163500,0,3,1
2,35,3480,3480,-9999,1,1,1,37000,0,2,1
26,84,8004,9004,1,1,1,1.69999980929995,105500,0,2,1
41,74,9096,9096,-9999,1,1,1,44000,0,3,1
8,108,9264,45264,2,1,2,2.39999961849997,115500,0,2,1
20,70,504,504,2,1,1,3.09999942779998,88500,0,2,1
20,136,2040,2040,2,1,1,3.09999942779998,173000,0,2,1
3,60,6900,6900,2,1,1,2.69999980929995,92000,0,2,1
2,79,19428,19428,1,1,2,3.19999980929995,91500,0,2,1
2,74,9600,9600,-9999,1,2,1,70000,0,2,1
3,33,7800,7800,1,1,1,2.19999980929995,81000,0,1,1
9,120,4200,17200,2,1,1,3.19999980929995,123500,0,2,1
0,69,15900,15900,1,0,2,1.69999980929995,117000,0,2,1
45,150,3672,4322,1,1,1,1.69999980929995,96000,0,3,1
30,150,10800,35800,1,1,1,1.69999980929995,184000,0,3,1
2,103,3960,22660,1,1,2,2.69999980929995,99000,0,2,1
18,120,7200,7200,2,1,2,3.09999942779998,86000,0,2,1
37,100,6240,6240,2,1,2,1.69999980929995,50000,0,3,1
11,75,18000,18000,2,1,1,3.09999942779998,79000,0,2,1
57,210,9300,9300,1,1,1,4.79999923709998,238000,0,2,1
0,68,8196,8196,1,0,1,1,56000,0,3,1
14,61,7860,7860,2,1,2,2.39999961849997,123000,0,2,1
5,75,10860,30360,2,1,2,2.19999980929995,120000,0,2,1
30,79,4320,4320,1,1,2,1.69999980929995,51500,0,2,1
2,100,5592,5592,1,1,2,1.69999980929995,64500,0,2,1
86,18,0,0,2,1,2,1,38000,0,1,1
79,80,3000,3000,1,1,2,2.39999961849997,84500,0,2,1
41,80,6000,6000,1,1,1,1.69999980929995,82500,0,2,1
20,117,6600,6600,1,1,2,1.69999980929995,117500,0,3,1
24,18,27000,27000,1,1,1,1.69999980929995,72000,0,1,1
11,35,9600,9600,1,1,2,2.19999980929995,84500,0,1,1
31,75,6324,6324,2,0,1,3.69999980929995,108000,0,1,1
47,38,6000,6000,3,0,2,1,39000,0,2,1
9,47,7476,7476,1,0,1,2.19999980929995,107500,0,2,1
37,180,3996,3996,2,1,1,2.19999980929995,153000,0,3,1
12,57,5424,10224,-9999,1,2,1.69999980929995,59000,0,2,1
1,43,7200,45200,1,0,2,1,38000,0,2,1
1,89,15000,15000,1,0,2,1.69999980929995,98500,0,2,1
47,170,5400,11400,2,1,1,2.19999980929995,139000,0,3,1
0,60,15300,15300,1,0,2,2.19999980929995,111000,0,2,1
7,119,3732,19732,1,1,1,2.69999980929995,147500,0,2,1
2,20,7200,7200,2,0,1,1,10000,1,1,1
7,100,5580,17772,2,0,1,2.69999980929995,88500,0,2,1
3,138,6120,29880,2,1,1,1.69999980929995,120500,0,3,1
5,42,4776,18776,2,0,2,1.69999980929995,133500,0,2,1
0,71,6288,6288,1,0,2,1,61000,0,2,1
2,49,10680,10680,1,0,2,1.69999980929995,111000,0,2,1
4,43,6000,20000,1,0,1,1.69999980929995,161000,0,2,1
2,36,8160,8160,1,0,2,1.69999980929995,35500,1,2,1
3,89,12000,12000,2,0,2,2.69999980929995,114500,0,2,1
6,42,7800,7800,2,0,1,1.69999980929995,99500,0,2,1
8,81,8208,13208,2,0,2,2.39999961849997,169500,0,2,1
2,46,8760,34760,1,0,2,2.69999980929995,110000,0,1,1
35,120,6360,6360,2,1,1,2.39999961849997,82000,0,3,1
2,58,14880,14880,1,0,2,2.19999980929995,93000,0,2,1
1,36,10020,10020,1,0,2,1.69999980929995,106500,0,1,1
18,150,7056,37056,2,1,1,2.89999961849997,205000,0,2,1
0,79,16800,16800,1,1,1,2.19999980929995,63000,0,2,1
2,63,13800,13800,2,0,1,2.19999980929995,39000,1,2,1
4,30,6876,6876,2,1,1,1,22500,0,2,1
60,56,5784,23784,1,0,2,1.69999980929995,78500,0,2,1
0,12,0,0,3,1,2,1,40500,0,1,1
4,102,6600,6600,1,0,2,1.69999980929995,57000,0,3,1
17,56,12684,12684,3,0,2,1,44000,0,2,1
6,72,15540,15540,2,0,2,2.39999961849997,130000,0,2,1
19,85,6120,6120,2,1,1,3.09999942779998,80500,0,2,1
6,85,4416,18416,1,0,1,1.69999980929995,128000,0,3,1
30,25,2400,2400,2,0,1,1.69999980929995,61000,0,1,1
32,110,624,624,2,0,1,1,9500,1,3,1
9,48,8388,8388,2,1,2,3.19999980929995,68500,1,1,1
53,110,2880,2880,1,0,2,4.29999923709998,171000,0,2,1
9,110,4584,4584,3,1,2,2.19999980929995,105000,0,2,1
6,115,11964,58294,2,1,1,2.69999980929995,129500,0,2,1
54,115,1344,2304,1,1,1,1.69999980929995,37500,1,2,1
3,55,11364,11364,2,0,2,2.19999980929995,100500,0,2,1
23,30,6600,6600,2,0,2,1,44000,0,2,1
0,23,6600,6600,1,0,2,1,14000,1,1,1
11,82,5964,53964,1,0,2,2.69999980929995,117000,0,2,1
3,63,17280,17280,1,0,2,1.69999980929995,40000,0,2,1
7,48,4200,6700,2,0,2,1,37500,0,2,1
6,70,12900,12900,2,0,1,2.19999980929995,98500,0,2,1
13,92,14400,14400,2,0,2,3.09999942779998,170000,0,2,1
0,44,9480,9480,1,0,1,2.69999980929995,72000,0,1,1
11,48,10056,30056,2,1,2,1,47000,0,2,1
15,90,7740,7740,2,0,1,3.69999980929995,104500,0,1,1
37,200,5160,32160,2,1,1,2.69999980929995,123500,0,3,1
